Id,SalePrice
1461,123579.0
1462,154298.0
1463,183628.0
1464,192788.0
1465,184916.0
1466,175889.0
1467,177363.0
1468,164736.0
1469,183521.0
1470,122588.0
1471,194303.0
1472,97669.0
1473,98906.0
1474,148513.0
1475,118499.0
1476,356634.0
1477,259629.0
1478,284676.0
1479,289099.0
1480,483001.0
1481,313246.0
1482,205799.0
1483,170175.0
1484,168039.0
1485,184804.0
1486,197284.0
1487,332738.0
1488,235156.0
1489,206440.0
1490,225594.0
1491,195681.0
1492,92666.0
1493,186019.0
1494,291775.0
1495,278476.0
1496,240887.0
1497,184161.0
1498,163980.0
1499,164916.0
1500,159215.0
1501,178176.0
1502,153540.0
1503,287446.0
1504,245870.0
1505,228350.0
1506,182466.0
1507,249858.0
1508,202808.0
1509,162426.0
1510,148382.0
1511,146109.0
1512,167623.0
1513,148826.0
1514,148162.0
1515,192296.0
1516,147680.0
1517,167951.0
1518,128498.0
1519,224701.0
1520,136039.0
1521,135999.0
1522,172739.0
1523,110756.0
1524,121082.0
1525,122576.0
1526,114498.0
1527,107662.0
1528,130742.0
1529,147671.0
1530,170564.0
1531,112692.0
1532,98927.0
1533,139216.0
1534,121841.0
1535,141274.0
1536,109558.0
1537,68661.0
1538,152599.0
1539,201678.0
1540,95655.0
1541,138248.0
1542,136629.0
1543,197191.0
1544,79164.0
1545,114093.0
1546,137668.0
1547,130137.0
1548,137269.0
1549,117473.0
1550,136379.0
1551,111873.0
1552,135427.0
1553,136853.0
1554,119581.0
1555,173270.0
1556,90715.0
1557,99873.0
1558,105297.0
1559,84611.0
1560,131109.0
1561,128062.0
1562,131220.0
1563,122217.0
1564,160073.0
1565,152861.0
1566,251783.0
1567,77291.0
1568,230427.0
1569,135294.0
1570,145513.0
1571,126383.0
1572,146475.0
1573,253066.0
1574,111075.0
1575,234598.0
1576,235125.0
1577,193958.0
1578,145967.0
1579,147915.0
1580,195913.0
1581,149583.0
1582,127475.0
1583,307350.0
1584,232871.0
1585,141459.0
1586,71341.0
1587,106796.0
1588,149480.0
1589,92971.0
1590,138884.0
1591,94118.0
1592,117555.0
1593,121381.0
1594,136287.0
1595,112525.0
1596,237743.0
1597,191479.0
1598,214877.0
1599,179932.0
1600,170430.0
1601,65099.0
1602,114420.0
1603,86173.0
1604,269288.0
1605,235595.0
1606,168763.0
1607,173570.0
1608,214620.0
1609,189349.0
1610,158566.0
1611,139220.0
1612,176708.0
1613,164396.0
1614,122562.0
1615,89913.0
1616,77240.0
1617,90483.0
1618,124783.0
1619,140800.0
1620,165512.0
1621,135984.0
1622,144089.0
1623,291675.0
1624,220074.0
1625,121994.0
1626,169132.0
1627,187702.0
1628,279336.0
1629,183035.0
1630,341858.0
1631,215268.0
1632,239641.0
1633,174439.0
1634,187472.0
1635,177619.0
1636,151620.0
1637,188919.0
1638,194106.0
1639,182249.0
1640,259313.0
1641,178230.0
1642,234054.0
1643,222192.0
1644,233189.0
1645,195515.0
1646,163784.0
1647,161944.0
1648,127681.0
1649,143988.0
1650,116270.0
1651,118845.0
1652,100335.0
1653,102408.0
1654,151131.0
1655,142894.0
1656,144450.0
1657,151119.0
1658,149106.0
1659,124778.0
1660,164268.0
1661,449718.0
1662,416250.0
1663,391353.0
1664,427072.0
1665,307013.0
1666,351984.0
1667,371520.0
1668,351519.0
1669,296901.0
1670,352412.0
1671,267544.0
1672,430118.0
1673,301372.0
1674,250210.0
1675,189982.0
1676,193143.0
1677,217453.0
1678,462046.0
1679,389927.0
1680,351026.0
1681,254105.0
1682,309071.0
1683,182260.0
1684,173778.0
1685,171258.0
1686,170028.0
1687,170763.0
1688,194718.0
1689,199719.0
1690,195975.0
1691,184441.0
1692,267947.0
1693,171410.0
1694,181503.0
1695,171334.0
1696,264522.0
1697,174620.0
1698,364984.0
1699,325900.0
1700,251673.0
1701,277961.0
1702,250413.0
1703,247215.0
1704,286885.0
1705,238847.0
1706,421642.0
1707,221950.0
1708,207419.0
1709,268378.0
1710,233930.0
1711,267837.0
1712,277931.0
1713,268489.0
1714,221952.0
1715,212474.0
1716,183451.0
1717,174776.0
1718,133790.0
1719,205908.0
1720,249599.0
1721,164757.0
1722,125667.0
1723,156078.0
1724,216537.0
1725,243155.0
1726,184036.0
1727,155466.0
1728,185115.0
1729,168900.0
1730,165660.0
1731,121329.0
1732,131842.0
1733,119490.0
1734,123858.0
1735,133195.0
1736,116685.0
1737,322896.0
1738,230306.0
1739,247098.0
1740,228964.0
1741,203802.0
1742,172803.0
1743,176370.0
1744,322374.0
1745,211009.0
1746,201263.0
1747,234531.0
1748,220947.0
1749,154570.0
1750,131952.0
1751,242284.0
1752,120636.0
1753,143204.0
1754,183694.0
1755,169014.0
1756,119164.0
1757,122438.0
1758,141255.0
1759,161781.0
1760,158642.0
1761,141967.0
1762,180704.0
1763,171494.0
1764,120381.0
1765,154207.0
1766,177644.0
1767,214605.0
1768,148657.0
1769,175725.0
1770,150047.0
1771,126401.0
1772,130295.0
1773,129200.0
1774,138236.0
1775,138809.0
1776,122062.0
1777,114152.0
1778,135262.0
1779,129443.0
1780,173045.0
1781,125125.0
1782,90109.0
1783,143103.0
1784,107752.0
1785,114175.0
1786,132068.0
1787,167118.0
1788,64700.0
1789,98824.0
1790,83050.0
1791,183306.0
1792,148669.0
1793,128702.0
1794,144886.0
1795,138147.0
1796,142326.0
1797,114174.0
1798,122058.0
1799,109820.0
1800,141231.0
1801,127483.0
1802,130420.0
1803,150778.0
1804,142520.0
1805,137521.0
1806,119178.0
1807,121727.0
1808,124814.0
1809,125984.0
1810,141463.0
1811,100422.0
1812,102497.0
1813,123789.0
1814,90518.0
1815,58967.0
1816,102139.0
1817,111117.0
1818,146399.0
1819,127529.0
1820,70083.0
1821,117491.0
1822,145700.0
1823,55585.0
1824,138351.0
1825,143557.0
1826,114652.0
1827,102526.0
1828,137182.0
1829,108103.0
1830,139665.0
1831,148734.0
1832,84616.0
1833,140306.0
1834,129774.0
1835,119416.0
1836,122382.0
1837,83805.0
1838,119665.0
1839,92495.0
1840,152647.0
1841,140298.0
1842,91590.0
1843,138730.0
1844,144764.0
1845,149005.0
1846,146946.0
1847,178243.0
1848,57334.0
1849,114664.0
1850,116956.0
1851,150275.0
